Title, Birthyear, occupationgroup
Alex_Crisano,1976,athlete
Alex_Cunningham,1955,other
Alex_Cuthbert,1990,athlete
Alex_Denman,,athlete
Alex_DesRoches,,athlete
Alex_Dodge,1977,other
Alex_Dunbar,1990,athlete
Alex_Edelstein,1969,other
Alex_Ely,1938,other
Alex_Epstein_(American_writer),,other
Alex_Ferns,1968,other
Alex_Flinn,1966,author
Alex_Furmansky,,other
Alex_Garland,,other
Alex_Gibney,1953,other
Alex_Goode,1988,athlete
Alex_Gordon_(architect),1917,other
Alex_Gordon_(rugby_union),1991,athlete
Alex_Gorsky,1960,office holder
Alex_Goyette,1988,other
Alex_Grecian,1969,author
Alex_Greenwich,1980,office holder
Alex_Grendi,1987,athlete
Alex_Gross,1968,other
Alex_Haley,,author
Alex_Hankey,,other
Alex_Harlley,1992,athlete
Alex_Henery,1987,athlete
Alex_Hershaft,1934,other
Alex_Hewit,1985,athlete
Alex_Hickman,,office holder
Alex_Himelfarb,,office holder
Alex_Hughes_(priest),1975,other
Alex_Ifeanyichukwu_Ekwueme,,office holder
Alex_J._Groesbeck,,other
Alex_J._Tyler,1963,office holder
Alex_Janvier,1935,other
Alex_Jones_(Welsh_presenter),1977,other
Alex_Jones_(journalist),1946,other
Alex_Karmo,1989,athlete
Alex_Kershaw,,author
Alex_King_(rugby_union),,athlete
Alex_Knopp,,other
Alex_Kozinski,,office holder
Alex_Kruz,1978,other
Alex_Lacson,1965,other
Alex_Lawther,1995,other
Alex_Liatsos,1980,athlete
Alex_Lincoln,1977,athlete
Alex_Linder,1966,other
Alex_Lovell,1973,other
Alex_Lozowski,,athlete
Alex_Mafi,,athlete
Alex_Mallari,1987,athlete
Alex_Marshall_(journalist),1959,author
Alex_Marshall_(police_officer),1961,office holder
Alex_Martins,"['1954', '1964']",other
Alex_Mathew,1959,other
Alex_McLeod,1968,other
Alex_McMillan,1932,other
"Alex_McMurtrie,_Jr.",1935,office holder
Alex_Metzger_(footballer),,athlete
Alex_Mintz,1953,other
Alex_Mitchell_(journalist),1947,other
Alex_Molinaroli,1959,other
Alex_Mooney,1971,office holder
Alex_Moulton,,other
Alex_Nahigian,1919,other
Alex_Neil_(politician),,office holder
Alex_Nuyles,1989,athlete
Alex_Onzima,1952,other
Alex_P._Garcia,,office holder
Alex_Pacheco_(activist),,other
Alex_Penelas,,other
Alex_Pentland,,academic
Alex_Perici_Calascione,1962,office holder
Alex_Petersen,1924,other
Alex_Petriashvili,1970,office holder
Alex_Pledger,,athlete
Alex_Polizzi,1971,other
Alex_Poots,1967,other
Alex_Porter,1980,other
Alex_Prud'homme,1962,other
Alex_Prugh,1984,athlete
Alex_Putrenko,1990,athlete
Alex_R._Hernandez_Jr.,1971,other
Alex_Randall,1982,other
Alex_Renfroe,,athlete
Alex_Rice,1972,other
Alex_Rokobaro,1989,athlete
Alex_Ross_(music_critic),1968,other
Alex_Ross_(rugby_union),1905,athlete
Alex_Salmond,1954,office holder
Alex_Sanders_(politician),,office holder
Alex_Sandusky,1932,athlete
Alex_Santos_(newscaster),1970,other
Alex_Scales,1978,athlete
Alex_Shaw_(basketball),1907,other
Alex_Sheshunoff,,author
Alex_Shook,1969,office holder
Alex_Sink,,office holder
Alex_Smith_(entrepreneur),1986,other
"Alex_Smith_(footballer,_born_1985)",1985,athlete
Alex_Smith_(lacrosse),1984,athlete
Alex_Somlyay,,other
Alex_Szalay,,academic
Alex_Tait_(rugby_union),1988,athlete
Alex_Tettey-Enyo,1940,other
Alex_Tizon,,author
Alex_Toolis,0026,athlete
Alex_Torpey,1987,other
Alex_Trlica,1984,athlete
Alex_Tuch,1996,athlete
Alex_W._Bealer,1921,other
Alex_Wagner,1977,other
Alex_Wan,1967,office holder
Alex_Warner,,office holder
Alex_Weekes,1988,athlete
Alex_Westerman,1969,other
Alex_Weyand,1892,athlete
Alex_White_(politician),,office holder
Alex_White_(skateboarder),,other
Alex_Wilcox,1970,other
Alex_Wilkie,1948,academic
Alex_Williamson,1988,other
Alex_Witt,1961,other
Alex_Wood_(American_football),1955,other
Alex_Woods_(soccer),1982,athlete
Alex_Wyllie,1944,athlete
Alex_Yam,1981,other
Alex_Yunevich,1909,other
Alex_Zettl,,academic
Alex_Zhavoronkov,,academic
Alexa_Canady,1950,other
Alexa_Hampton,,other
Alexa_Jones,,other
Alexa_L._Wesner,,office holder
Alexa_McDonough,,office holder
Alexa_Meade,1986,other
Alexa_Suelzer,1918,other
Alexa_von_Tobel,,other
Alexander_A._Balandin,,academic
Alexander_A._Bogomolets,,academic
Alexander_A._Galushkin,,academic
Alexander_Abalakov,1959,office holder
Alexander_Abrosimov,1948,academic
Alexander_Agassiz,1835,other
Alexander_Aitken,,academic
Alexander_Alexeyevich_Makarov,,academic
Alexander_Alfonsovich_Grossheim,1888,academic
Alexander_Amini,1995,academic
Alexander_Animalu,1938,academic
Alexander_Ankvab,,office holder
Alexander_Arhangelskii,1938,academic
Alexander_Armstrong_(comedian),1970,other
Alexander_Armstrong_(politician),,other
Alexander_Arvizu,,office holder
Alexander_Arzumanyan,1959,office holder
Alexander_Asseily,,other
Alexander_Astin,1932,other
Alexander_Asum-Ahensah,1953,other
Alexander_Bakulev,1890,academic
Alexander_Balankin,1958,academic
Alexander_Benard,1983,other
Alexander_Bethell,1855,other
Alexander_Bickel,,office holder
Alexander_Boarman,1839,other
Alexander_Bogdanov,,other
Alexander_Bogen,1916,other
Alexander_Boichuk,,academic
Alexander_Bolonkin,,academic
Alexander_Bondurant,1865,other
Alexander_Borodai,,office holder
Alexander_Boxwell,,office holder
Alexander_Brener,,other
Alexander_Brown_Mackie,1894,other
"Alexander_Bruce,_6th_Lord_Balfour_of_Burleigh",,office holder
Alexander_Brudno,1918,academic
Alexander_Bryson,1816,academic
Alexander_Buchanan,1905,other
Alexander_Buchstab,1905,academic
Alexander_Butlerov,,academic
Alexander_Butterfield,,office holder
Alexander_C._Feldman,1967,office holder
Alexander_C._Irvine,1969,author
Alexander_Cameron_Rutherford,,office holder
Alexander_Cannon_(psychiatrist),,academic
Alexander_Carlyle,,author
Alexander_Carr-Saunders,1886,office holder
Alexander_Carson_(filmmaker),1982,other
Alexander_Charles_Garrett,1832,other
Alexander_Charles_O'Sullivan,1858,other
Alexander_Chikwanda,1938,office holder
Alexander_Chinnery-Haldane,,other
Alexander_Christakis,1937,academic
Alexander_Cools,1941,academic
Alexander_Cornell_du_Houx,1983,office holder
Alexander_Crummell,1819,other
Alexander_D._Shimkin,1944,other
Alexander_D._Sims,1803,other
Alexander_Daas,,other
Alexander_Danilovich_Menshikov,,office holder
Alexander_David_Stewart,,office holder
Alexander_Davis,1833,office holder
Alexander_Davydov,,academic
Alexander_Dianin,,academic
Alexander_Dobrindt,1970,office holder
Alexander_Dounce,1909,academic
Alexander_Downer,,other
Alexander_Durley,1937,other
Alexander_Ellis_III,1949,other
Alexander_Esenin-Volpin,,academic
Alexander_F._Bell,1915,other
Alexander_F._Mathews,1838,office holder
Alexander_Finta,1881,other
"Alexander_Fleck,_1st_Baron_Fleck",1889,academic
Alexander_Fleming,,academic
Alexander_Francis_Molamure,,other
Alexander_Fraser_(painter),1827,other
Alexander_Frater,1937,author
Alexander_G.B._Grosvenor,1927,other
Alexander_G._Crockett,1862,other
Alexander_Galloway,1895,other
Alexander_Garvin,1941,other
Alexander_Gauland,1941,other
Alexander_Gelfond,,academic
Alexander_Gelman,1960,other
Alexander_George_Fraser,,other
Alexander_George_McAdie,,academic
Alexander_Gerschenkron,,other
Alexander_Gill_the_Elder,"['1565', '1563']",other
Alexander_Givental,,academic
Alexander_Gode,,academic
Alexander_Goldstein,1948,other
Alexander_Gonzalez,1946,other
Alexander_Gordon-Lennox_(Royal_Navy_officer),,other
Alexander_Gordon_Laing,1794,other
Alexander_Graf_Lambsdorff,,office holder
Alexander_Grant_Ruthven,1882,other
Alexander_Grantham,,office holder
Alexander_Griboyedov,,office holder
Alexander_Gunn_(doctor),,academic
Alexander_Guttenplan,1990,other
Alexander_H._Flax,1921,office holder
"Alexander_H._Rice,_Jr.",1875,academic
Alexander_H._Smith,1904,academic
Alexander_H._Stephens,,office holder
Alexander_Haig,,office holder
Alexander_Haim_Pekelis,1902,other
Alexander_Halavais,1971,academic
Alexander_Hamilton,,office holder
Alexander_Hare_McLintock,1903,other
Alexander_Hill_(academic),1856,other
"Alexander_Hood,_4th_Viscount_Bridport",1948,other
Alexander_Hope_(British_Army_officer),1769,other
Alexander_Hrennikoff,,academic
Alexander_Hugh_Holmes_Stuart,,office holder
Alexander_I._Poltorak,1957,other
Alexander_Ioannou,1988,athlete
Alexander_Javakhishvili,1875,academic
Alexander_Jerrems,,other
Alexander_John_Ellis,1814,other
Alexander_Karasyov,1971,author
Alexander_Kazhdan,,academic
Alexander_Kemurdzhian,1921,other
Alexander_Khloponin,,office holder
Alexander_King_Sample,1960,other
Alexander_Knaster,1959,other
Alexander_Kosolapov,1943,other
Alexander_Kotsubinsky,,academic
Alexander_Kovalevsky,,academic
Alexander_Kovarski,1944,academic
Alexander_Kronrod,,academic
Alexander_Kuzemsky,1944,academic
Alexander_Kvitashvili,,other
Alexander_Kühl,1973,athlete
Alexander_L._George,1920,academic
Alexander_L._Wolf,1956,academic
Alexander_Langmuir,1910,academic
Alexander_Laufer,,other
Alexander_Laurence,1964,author
Alexander_Lavut,1929,other
Alexander_Leaf,1920,academic
Alexander_Levitzki,1940,academic
Alexander_Ljungqvist,,other
Alexander_Lloyd_(venture_capitalist),,other
Alexander_Lowen,1910,other
Alexander_Lubotzky,1956,academic
Alexander_Ludwig,1992,other
Alexander_Luria,,academic
Alexander_M._Cutler,,other
Alexander_MacEwen,,office holder
Alexander_Macfarlane,,academic
Alexander_Magleby,1978,athlete
Alexander_Mamut,1960,other
Alexander_Marlow,,other
Alexander_Maslyakov,1941,other
Alexander_Matturri,1913,office holder
Alexander_McAulay,,academic
Alexander_McCormick_Sturm,1923,other
Alexander_McDonnell_(engineer),1829,other
Alexander_McNutt_(governor),,office holder
Alexander_Melville_Bell,1819,other
Alexander_Merkurjev,,academic
Alexander_Mikaberidze,1978,other
Alexander_Mirtchev,,other
"Alexander_Moncrieff,_Lord_Moncrieff",1870,office holder
Alexander_Monro_(primus),1697,other
Alexander_Monro_(tertius),,academic
Alexander_Morris,,office holder
Alexander_Nikolaevich_Gorban,,academic
Alexander_Norén,1982,athlete
Alexander_Novak,1971,office holder
Alexander_Nuno_Alvaro,,office holder
Alexander_O._Smith,1973,other
Alexander_Obukhov,1918,academic
Alexander_Ogomudia,1949,office holder
Alexander_Ogston,1844,academic
Alexander_Oparin,,academic
Alexander_Oppenheim,,academic
Alexander_Payne,1961,other
"Alexander_Pearson,_Jr.",1895,other
Alexander_Pechtold,,office holder
Alexander_Peli,1915,other
"Alexander_Philip,_Lord_Philip",1942,other
Alexander_Pirnie,,other
Alexander_Pol,1832,academic
Alexander_Polezhayev,1804,author
Alexander_R._Hamilton,1967,academic
Alexander_R._Todd,,academic
Alexander_Raikhel,,other
Alexander_Ramsay_of_Mar,1919,other
Alexander_Ramsey,,office holder
Alexander_Rankine,1881,academic
Alexander_Ratiu,1916,other
Alexander_Razborov,,academic
Alexander_Refsum_Jensenius,1978,other
Alexander_Repenning,,academic
Alexander_Rich,1924,academic
Alexander_Rose_(author),,author
Alexander_Rosenbaum,1951,other
Alexander_Ross_(writer),,author
Alexander_S._Johnson,,other
Alexander_S._Lilley,1867,other
Alexander_S._Webb,,other
Alexander_S._Wiener,,academic
Alexander_Severance,,other
Alexander_Shulgin,,academic
Alexander_Siemens,1847,other
Alexander_Skutch,1904,academic
Alexander_Smits,1948,other
Alexander_Soifer,1948,academic
Alexander_Soloviev_(historian),1890,other
Alexander_Soros,1985,other
Alexander_Sotirov,,academic
Alexander_Spanos,1923,other
Alexander_Stephan,1946,academic
Alexander_Stewart_Herschel,,academic
Alexander_Stubb,,office holder
Alexander_Sturgis,,other
Alexander_Thomas_Cameron,1882,academic
Alexander_Tielens,1953,other
Alexander_Todd_(rugby_union),1873,athlete
Alexander_Trachtenberg,1885,other
"Alexander_Trees,_Baron_Trees",1946,office holder
Alexander_Trowbridge,,office holder
Alexander_Tuschinski,1988,other
Alexander_Tuzhilin,1957,other
Alexander_V._Zakharov,1941,academic
Alexander_Van_der_Bellen,,office holder
Alexander_Varchenko,1949,academic
Alexander_Vershbow,1952,other
Alexander_Viets_Griswold,1766,other
Alexander_Vladimirovich_Bykov,1962,academic
Alexander_Vladimirovich_Konovalov,1968,office holder
Alexander_Vlasov_(politician),1932,office holder
Alexander_Volberg,1966,academic
Alexander_W._Buel,,other
Alexander_Wagenaar,,academic
Alexander_Wallace_Matheson,,office holder
Alexander_Warburton,,office holder
Alexander_Watson_(diplomat),,office holder
Alexander_Watson_(historian),,author
Alexander_Watt,1892,academic
Alexander_Wendt,,academic
Alexander_Wetmore,,academic
Alexander_White_(Virginia),,office holder
Alexander_Wiley,,other
Alexander_Willette,1989,office holder
Alexander_William_Bickerton,1842,academic
Alexander_William_Pearson,1854,athlete
Alexander_William_Williamson,,academic
"Alexander_Williams,_Jr.",1948,office holder
Alexander_Wilson_(astronomer),1714,academic
Alexander_Witting,1861,academic
Alexander_Wolcott,,office holder
Alexander_Wood_Renton,,office holder
Alexander_Woollcott,,author
"Alexander_Wylie,_Lord_Kinclaven",1951,other
Alexander_Yusuf,,other
Alexander_Zhukov,1956,other
Alexander_de_Savornin_Lohman,1837,office holder
Alexander_du_Toit,,academic
Alexander_van_Oudenaarden,1970,academic
Alexander_von_Brill,1842,academic
Alexander_von_Fielitz,1860,other
Alexandr_Onishenko,1957,other
Alexandr_Rasnitsyn,,academic
Alexandr_Vondra,1961,office holder
Alexandra_Bellow,1935,academic
Alexandra_Carpenter,1994,athlete
Alexandra_Cousteau,1976,other
Alexandra_Curtis,,other
Alexandra_Hedison,1969,other
Alexandra_Hoffman,1987,other
Alexandra_Katehakis,,academic
Alexandra_Kelly,,other
Alexandra_Knatchbull,1982,other
Alexandra_Kotur,,other
Alexandra_Lebenthal,,other
Alexandra_Levit,1976,other
Alexandra_Lúgaro,1981,office holder
Alexandra_Moreno_Piraquive,1969,other
Alexandra_Morton,1957,academic
Alexandra_Pelosi,1970,other
Alexandra_Remenco,"['1895', '1897']",other
Alexandra_Rozenman,,author
Alexandra_Sahlen,1982,athlete
Alexandra_Salvador,,athlete
Alexandra_Shulman,1957,other
Alexandra_Uteev_Johnson,1946,other
Alexandra_Walsham,,academic
Alexandre_Hohagen,,other
Alexandre_Kirillov,,academic
Alexandre_Millerand,,office holder
Alexandre_Mouton,,other
Alexandre_Picard-Hooper,1987,athlete
Alexandre_Ricard,1972,other
Alexandre_Rocha,1977,athlete
Alexandre_Rodrigues_Ferreira,1756,academic
Alexandre_Schwartsman,1963,other
Alexandre_Tombini,1963,office holder
Alexandre_de_Gusmão,1695,office holder
Alexandros_Chapsiadis,1946,academic
Alexandros_Rosios,1917,other
Alexandru_Athanasiu,1955,other
Alexandru_Bantoș,1950,other
Alexandru_Froda,1894,academic
Alexandru_Ghika,,academic
Alexandru_Ioan_Lupaș,1942,academic
Alexandru_Moisuc,1942,other
Alexandru_Moșanu,,office holder
Alexandru_Odobescu,1834,author
Alexandru_Proca,1897,academic
Alexandru_Stoianoglo,,other
Alexandru_Tănase,,other
Alexandru_Șoltoianu,1934,other
Alexei_Alexeyevich_Abrikosov,,academic
Alexei_Andreyuk,1959,other
Alexei_Barbăneagră,1945,other
Alexei_Borodin,1975,academic
Alexei_Fedchenko,,academic
Alexei_Fridman,1940,academic
Alexei_Kudrin,,office holder
Alexei_Mateevici,,author
Alexei_Mordashov,1965,other
Alexei_Navalny,1976,other
Alexei_Roibu,1954,office holder
Alexei_Skorobogatov,,academic
Alexei_Starobinsky,1948,academic
Alexei_Yuryevich_Smirnov,1951,academic
Alexey_Favorsky,1850,academic
Alexey_Severtsev,,academic
Alexey_Ulyukaev,,office holder
Alexey_Ustaev,1960,other
Alexi_Giannoulias,,office holder
Alexi_Worth,1964,other
Alexie_Gilmore,1976,other
Alexis_Belonio,1960,other
Alexis_Bwenge,1981,athlete
Alexis_Carrel,,academic
Alexis_Caswell,,office holder
Alexis_Caswell_Angell,1857,other
Alexis_Herman,,office holder
Alexis_Jacquemin,1938,other
Alexis_Kirk,1936,other
Alexis_Massol_González,1944,other
Alexis_Serna,,athlete
Alexis_Stamatis,,author
Alexis_Stewart,1965,other
Alexis_Tam,1962,office holder
Alexis_Tsipras,1974,office holder
Alexis_Wineman,,other
Alexx_O'Nell,1980,other
Aleš_Pařez,1981,athlete
Alf_Adams,1939,academic
Alf_Ellison,1903,other
Alf_Landon,,other
Alf_McDonald,,athlete
Alfie_Allen,1986,other
Alfie_Almario,,athlete
Alfie_Fripp,1913,other
Alfonso_A._Ossorio,1916,other
Alfonso_A._Uy,,other
Alfonso_Daniel_Rodríguez_Castelao,,author
Alfonso_Dávila_Ortiz,1922,other
Alfonso_E._Lenhardt,,other
Alfonso_Elder,1898,other
Alfonso_Farina,,academic
Alfonso_García_Robles,,other
Alfonso_Giacomo_Gaspare_Corti,1822,academic
Alfonso_Gómez_Méndez,1949,office holder
Alfonso_H._Lopez,1970,office holder
Alfonso_López_Caballero,,office holder
Alfonso_López_Michelsen,,other
Alfonso_Martinez-Fonts_Jr.,1949,office holder
Alfonso_Papa,1970,other
Alfonso_Prat-Gay,1965,office holder
Alfonso_Valdivieso_Sarmiento,1949,office holder
Alfonso_Valencia,,academic
Alfonso_Valenzuela-Aguilera,1964,academic
Alfrancis_Chua,,athlete
Alfre_Woodard,1952,other
"Alfred,_Lord_Tennyson",,author
Alfred_A._Cave,1935,academic
Alfred_A._Gemma,1939,office holder
"Alfred_A._Knopf,_Sr.",1892,other
Alfred_A._Marcus,1950,academic
Alfred_A._McKethan,1908,other
Alfred_Aho,,academic
Alfred_Albini,1896,other
Alfred_Allport,1867,athlete
Alfred_Atkinson_(university_president),1879,office holder
Alfred_B._Kittredge,1861,other
Alfred_B._Miles,1888,other
Alfred_Bader,,academic
Alfred_Balk,1930,other
Alfred_Barlow_(American_football),,athlete
Alfred_Barnard_Basset,1854,academic
Alfred_Blake,1915,other
Alfred_Blalock,,academic
Alfred_Blumstein,1930,academic
Alfred_Bohrmann,,academic
Alfred_Briggs_Irion,1833,office holder
Alfred_Browning_Parker,1916,other
Alfred_C._Clapp,1903,office holder
Alfred_C._Sikes,,other
Alfred_C._Smith,,other
Alfred_C._Warrington,1935,other
Alfred_C._Werner,1917,other
Alfred_C._Williams,1951,office holder
Alfred_Carrothers,,office holder
Alfred_Cattell,1857,athlete
Alfred_Clebsch,,academic
Alfred_Clunies-Ross,1851,athlete
Alfred_Cort_Haddon,,academic
"Alfred_D._Chandler,_Jr.",,academic
Alfred_Daniel_Williams_King,1930,other
Alfred_Davenport,1849,athlete
Alfred_DelBello,,office holder
Alfred_Delucchi,,other
"Alfred_Denning,_Baron_Denning",1899,other
Alfred_Dieck,1906,other
Alfred_Dudley_Ward,,other
Alfred_Duraiappah,,other
Alfred_Dürr,1918,other
Alfred_E._Bull,1867,other
Alfred_E._Goodey,1878,other
Alfred_E._Mann,1925,other
Alfred_Eddy,1926,academic
Alfred_Einhorn,,academic
Alfred_Einstein,1880,other
Alfred_Eisenack,1891,academic
Alfred_Ellet_Hitchner,1882,other
"Alfred_Emmott,_1st_Baron_Emmott",1858,office holder
Alfred_F._Beiter,,other
Alfred_F._Johnson,,author
Alfred_Fell,1878,athlete
Alfred_Fitzpatrick,1862,other
Alfred_G._Allen,1867,office holder
Alfred_G._Gilman,,academic
Alfred_G._Knudson,,academic
Alfred_Gerrard,1899,other
"Alfred_Gilman,_Sr.",1908,academic
Alfred_Gilmore,1812,office holder
Alfred_Gomolka,,office holder
